q-код	Артикул	Раздел	Тип	Производитель	Наименование	Название	Коллекция	Размер	Цвет	Артикулы связанных товаров	Вес упаковки	Плиток в упаковке	Метраж упаковки	Единица измерения	Изображение	Интерьеры	Домус	Цена	Описание Товара	Назначение	Тип поверхности	Рисунок	Оформление															
q15881	17014	Неаполитанская коллекция	Настенная плитка	Керама Марацци	17014 Граньяно красный 15*15 керамическая плитка	Граньяно	Неаполитанская коллекция	15*15	красный		14,0625	48	1,0800	кв.м	17014.jpg			1457,30		Плитка для ванной	глянцевая	моноколор																
q15887	18013	Неаполитанская коллекция	Настенная плитка	Керама Марацци	18013 Граньяно чёрный 15*15 керамическая плитка	Граньяно	Неаполитанская коллекция	15*15	черный		13,2813	48	1,0200	кв.м	18013.jpg			1484,44		Плитка для ванной	глянцевая	моноколор																
q15888	18014	Неаполитанская коллекция	Настенная плитка	Керама Марацци	18014 Граньяно красный 15*15 керамическая плитка	Граньяно	Неаполитанская коллекция	15*15	красный		13,2813	48	1,0200	кв.м	18014.jpg			1484,44		Плитка для ванной	глянцевая	моноколор																
q15882	16013	Неаполитанская коллекция	Настенная плитка	Керама Марацци	16013 Граньяно чёрный 7.4*15 керамическая плитка	Граньяно	Неаполитанская коллекция	7,4*15	черный		14,3750	96	1,0700	кв.м	16013.jpg			1459,66		Плитка для ванной	глянцевая	моноколор																
q15883	16014	Неаполитанская коллекция	Настенная плитка	Керама Марацци	16014 Граньяно красный 7.4*15 керамическая плитка	Граньяно	Неаполитанская коллекция	7,4*15	красный		14,3750	96	1,0700	кв.м	16014.jpg			1459,66		Плитка для ванной	глянцевая	моноколор																
q15884	18000	Неаполитанская коллекция	Настенная плитка	Керама Марацци	18000 Граньяно белый 15*15 керамическая плитка	Граньяно	Неаполитанская коллекция	15*15	белый		13,2813	48	1,0200	кв.м	18000.jpg			1076,16		Плитка для ванной	глянцевая	моноколор																
q15892	BLD010	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	BLD010 Багет Граньяно белый 15*3 керамический бордюр	Граньяно	Неаполитанская коллекция	15*3	белый		3,7200	40	0,0000	шт	BLD010.jpg			113,28		Декоративные элементы																		
q15893	BLD011	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	BLD011 Багет Граньяно красный 15*3 керамический бордюр	Граньяно	Неаполитанская коллекция	15*3	красный		3,7200	40	0,0000	шт	BLD011.jpg			113,28		Декоративные элементы																		
q15894	BLD012	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	BLD012 Багет Граньяно черный 15*3 керамический бордюр	Граньяно	Неаполитанская коллекция	15*3	черный		3,7200	40	0,0000	шт	BLD012.jpg			113,28		Декоративные элементы																		
q15889	5246/9	Неаполитанская коллекция	Декоративные элементы	Керама Марацци	5246/9 Граньяно белый 4.9*4.9 керамическая вставка	Граньяно	Неаполитанская коллекция	4,9*4,9	белый		1,2000	42	0,0000	шт	5246-9.jpg			28,32		Декоративные элементы	глянцевая																	
